local_maximum_added_physical_damage,False,True,True,3,Local Maximum Added Physical Damage,False,False,<792>,<814>,False,2141103287,[],"<null, null>",False,False,True,[],[]
physical_axe_damage_+%,False,False,False,1,Axe Damage,False,False,<null>,<null>,False,-1256660353,[],"<1, 0>",False,False,True,[],[]
physical_staff_damage_+%,False,False,False,1,Staff Damage,False,False,<null>,<null>,False,932143818,[],"<1, 0>",False,False,True,[],[]
physical_claw_damage_+%,False,False,False,1,Claw Damage,False,False,<null>,<null>,False,140443962,[],"<1, 0>",False,False,True,[],[]
physical_dagger_damage_+%,False,False,False,1,Dagger Damage,False,False,<null>,<null>,False,-689652613,[],"<1, 0>",False,False,True,[],[]
physical_mace_damage_+%,False,False,False,1,Mace Damage,False,False,<null>,<null>,False,1862394874,[],"<1, 0>",False,False,True,[],[]
physical_bow_damage_+%,False,False,False,1,Bow Damage,False,False,<null>,<null>,False,204052327,[],"<1, 0>",False,False,True,[],[]
physical_sword_damage_+%,False,False,False,1,Sword Damage,False,False,<null>,<null>,False,2133884384,[],"<1, 0>",False,False,True,[],[]
physical_wand_damage_+%,False,False,False,1,Wand Damage,False,False,<null>,<null>,False,1844590324,[],"<1, 0>",False,False,True,[],[]
fire_damage_+%,True,False,False,1,Fire Damage +%,False,False,<null>,<null>,True,191057191,[],"<1, 0>",False,False,True,[],[]
global_minimum_added_fire_damage,False,False,False,3,Minimum Added Fire Damage,False,False,<null>,<null>,False,2034740550,[],"<null, null>",False,False,True,[],[]
global_maximum_added_fire_damage,False,False,False,3,Maximum Added Fire Damage,False,False,<null>,<null>,False,-902547218,[],"<null, null>",False,False,True,[],[]
attack_minimum_added_fire_damage,True,False,False,3,Attack Minimum Added Fire Damage,False,False,<null>,<null>,True,-1181478971,[],"<null, null>",False,False,True,[],[]
attack_maximum_added_fire_damage,True,False,False,3,Attack Maximum Added Fire Damage,False,False,<null>,<null>,True,501099642,[],"<null, null>",False,False,True,[],[]
local_minimum_added_fire_damage,False,True,True,3,Local Minimum Added Fire Damage,False,False,<793>,<815>,False,318629524,[],"<null, null>",False,False,True,[],[]
local_maximum_added_fire_damage,False,True,True,3,Local Maximum Added Fire Damage,False,False,<794>,<816>,False,928714545,[],"<null, null>",False,False,True,[],[]
cold_damage_+%,True,False,False,1,Cold Damage +%,False,False,<null>,<null>,True,78179886,[],"<1, 0>",False,False,True,[],[]
global_minimum_added_cold_damage,False,False,False,3,Minimum Added Cold Damage,False,False,<null>,<null>,True,-619139700,[],"<null, null>",False,False,True,[],[]
global_maximum_added_cold_damage,False,False,False,3,Maximum Added Cold Damage,False,False,<null>,<null>,True,-271567038,[],"<null, null>",False,False,True,[],[]
attack_minimum_added_cold_damage,True,False,False,3,Attack Minimum Added Cold Damage,False,False,<null>,<null>,True,171791935,[],"<null, null>",False,False,True,[],[]
attack_maximum_added_cold_damage,True,False,False,3,Attack Maximum Added Cold Damage,False,False,<null>,<null>,True,-939811086,[],"<null, null>",False,False,True,[],[]
local_minimum_added_cold_damage,False,True,True,3,Local Minimum Added Cold Damage,False,False,<795>,<817>,False,-255408318,[],"<null, null>",False,False,True,[],[]
local_maximum_added_cold_damage,False,True,True,3,Local Maximum Added Cold Damage,False,False,<796>,<818>,False,472353268,[],"<null, null>",False,False,True,[],[]
lightning_damage_+%,True,False,False,1,Lightning Damage +%,False,False,<null>,<null>,True,-1639944867,[],"<1, 0>",False,False,True,[],[]
global_minimum_added_lightning_damage,False,False,False,3,Minimum Added Lightning Damage,False,False,<null>,<null>,True,-1577166020,[],"<null, null>",False,False,True,[],[]
global_maximum_added_lightning_damage,False,False,False,3,Maximum Added Lightning Damage,False,False,<null>,<null>,True,-1369359538,[],"<null, null>",False,False,True,[],[]
attack_minimum_added_lightning_damage,True,False,False,3,Attack Minimum Added Lightning Damage,False,False,<null>,<null>,True,365867665,[],"<null, null>",False,False,True,[],[]
attack_maximum_added_lightning_damage,True,False,False,3,Attack Maximum Added Lightning Damage,False,False,<null>,<null>,True,513324754,[],"<null, null>",False,False,True,[],[]
local_minimum_added_lightning_damage,False,True,True,3,Local Minimum Added Lightning Damage,False,False,<797>,<819>,False,-1727629303,[],"<null, null>",False,False,True,[],[]
local_maximum_added_lightning_damage,False,True,True,3,Local Maximum Added Lightning Damage,False,False,<798>,<820>,False,2119574765,[],"<null, null>",False,False,True,[],[]
chaos_damage_+%,True,False,False,1,Chaos Damage +%,False,False,<null>,<null>,True,-1059988617,[],"<1, 0>",False,False,True,[],[]
global_minimum_added_chaos_damage,False,False,False,3,Minimum Added Chaos Damage,False,False,<null>,<null>,True,2045769627,[],"<null, null>",False,False,True,[],[]
global_maximum_added_chaos_damage,False,False,False,3,Maximum Added Chaos Damage,False,False,<null>,<null>,True,237208908,[],"<null, null>",False,False,True,[],[]
attack_minimum_added_chaos_damage,True,False,False,3,Minimum Added Chaos Damage,False,False,<null>,<null>,True,-1824954379,[],"<null, null>",False,False,True,[],[]
attack_maximum_added_chaos_damage,True,False,False,3,Maximum Added Chaos Damage,False,False,<null>,<null>,True,813475924,[],"<null, null>",False,False,True,[],[]
local_minimum_added_chaos_damage,False,True,True,3,Local Minimum Added Chaos Damage,False,False,<799>,<821>,False,-1616765083,[],"<null, null>",False,False,True,[],[]
local_maximum_added_chaos_damage,False,True,True,3,Local Maximum Added Chaos Damage,False,False,<800>,<822>,False,1788772063,[],"<null, null>",False,False,True,[],[]
attack_speed_+%,True,False,False,1,Attack Speed +%,False,False,<null>,<null>,True,1067510423,[],"<3, 0>",False,False,True,[],[]
local_attack_speed_+%,False,True,True,1,Local Attack Speed +%,False,False,<801>,<823>,False,-475973045,[],"<null, null>",False,False,True,[],[]
melee_attack_speed_+%,False,False,False,1,Melee Attack Speed,False,False,<null>,<null>,False,392499720,[],"<3, 0>",False,False,True,[],[]
attack_speed_while_dual_wielding_+%,False,False,False,1,Attack Speed while Dual Wielding,False,False,<null>,<null>,False,-355434507,[],"<3, 0>",False,False,True,[],[]
axe_attack_speed_+%,False,False,False,1,Attack Speed with Axes,False,False,<null>,<null>,False,-179890266,[],"<3, 0>",False,False,True,[],[]
staff_attack_speed_+%,False,False,False,1,Attack Speed with Staves,False,False,<null>,<null>,False,-519117186,[],"<3, 0>",False,False,True,[],[]
claw_attack_speed_+%,False,False,False,1,Attack Speed with Claws,False,False,<null>,<null>,False,10516126,[],"<3, 0>",False,False,True,[],[]
dagger_attack_speed_+%,False,False,False,1,Attack Speed with Daggers,False,False,<null>,<null>,False,-56067023,[],"<3, 0>",False,False,True,[],[]
mace_attack_speed_+%,False,False,False,1,Attack Speed with Maces,False,False,<null>,<null>,False,1792355518,[],"<3, 0>",False,False,True,[],[]
bow_attack_speed_+%,False,False,False,1,Attack Speed with Bows,False,False,<null>,<null>,False,910131726,[],"<3, 0>",False,False,True,[],[]
sword_attack_speed_+%,False,False,False,1,Attack Speed with Swords,False,False,<null>,<null>,False,1781295952,[],"<3, 0>",False,False,True,[],[]
wand_attack_speed_+%,False,False,False,1,Attack Speed with Wands,False,False,<null>,<null>,False,-1558902215,[],"<3, 0>",False,False,True,[],[]
shield_attack_speed_+%,False,False,False,1,Attack Speed with Shields,False,False,<null>,<null>,False,1314749611,[],"<null, null>",False,False,True,[],[]
accuracy_rating,False,False,False,3,Accuracy Rating,False,False,<null>,<null>,True,552754587,[],"<5, 0>",False,False,True,[],[]
accuracy_rating_+%,True,False,False,1,Accuracy Rating +%,False,False,<null>,<null>,True,-253919695,[],"<5, 0>",False,False,True,[],[]
accuracy_rating_while_dual_wielding_+%,False,False,False,1,Accuracy Rating while Dual Wielding +%,False,False,<null>,<null>,False,1669799203,[],"<5, 0>",False,False,True,[],[]
axe_accuracy_rating_+%,False,False,False,1,Accuracy Rating with Axes,False,False,<null>,<null>,False,-2030619774,[],"<5, 0>",False,False,True,[],[]
staff_accuracy_rating_+%,False,False,False,1,Accuracy Rating with Staves,False,False,<null>,<null>,False,1527831504,[],"<5, 0>",False,False,True,[],[]
claw_accuracy_rating_+%,False,False,False,1,Accuracy Rating with Claws,False,False,<null>,<null>,False,-258291915,[],"<5, 0>",False,False,True,[],[]
dagger_accuracy_rating_+%,False,False,False,1,Accuracy Rating with Daggers,False,False,<null>,<null>,False,176779968,[],"<5, 0>",False,False,True,[],[]
mace_accuracy_rating_+%,False,False,False,1,Accuracy Rating with Maces,False,False,<null>,<null>,False,1593823747,[],"<5, 0>",False,False,True,[],[]
bow_accuracy_rating_+%,False,False,False,1,Accuracy Rating with Bows,False,False,<null>,<null>,False,-224481941,[],"<5, 0>",False,False,True,[],[]
sword_accuracy_rating_+%,False,False,False,1,Accuracy Rating with Swords,False,False,<null>,<null>,False,814552329,[],"<5, 0>",False,False,True,[],[]
wand_accuracy_rating_+%,False,False,False,1,Accuracy Rating with Wands,False,False,<null>,<null>,False,362619878,[],"<5, 0>",False,False,True,[],[]
poison_on_critical_strike_with_dagger,False,False,False,4,Poisons on Critical Strike with Dagger,False,False,<null>,<null>,False,-2101553279,[],"<null, null>",False,False,False,[],[]
base_critical_strike_multiplier_+,True,False,False,3,Base Critical Strike Multiplier +%,False,False,<null>,<null>,True,-1317475609,[],"<4, 0>",False,False,True,[],[]
critical_strike_multiplier_with_dagger_+,False,False,False,3,Critical Strike Multiplier,False,False,<null>,<null>,False,1100330652,[],"<4, 0>",False,False,True,[],[]
base_self_critical_strike_multiplier_-%,True,False,False,3,Critical Strike Multiplier,False,False,<null>,<null>,True,-805995854,[],"<4, 0>",False,False,True,[],[]
self_critical_strike_multiplier_-%_per_endurance_charge,True,False,False,3,Enemy Critical Strike Damage Multiplier reduction per Endurance Charge,False,False,<null>,<null>,True,921275512,[],"<null, null>",False,False,True,[],[]
old_do_not_use_local_life_leech_from_physical_damage_%,False,True,True,1,,False,False,<802>,<824>,False,1356529756,[],"<null, null>",False,False,True,[],[]
old_do_not_use_local_mana_leech_from_physical_damage_%,False,True,True,1,,False,False,<803>,<825>,False,-1508612598,[],"<null, null>",False,False,True,[],[]
old_do_not_use_life_leech_from_physical_damage_%,True,False,False,1,Life Leech From Physical Damage %,False,False,<null>,<null>,True,-658495328,[],"<null, null>",False,False,True,[],[]
old_do_not_use_mana_leech_from_physical_damage_%,False,False,False,1,Mana Leech From Physical Damage %,False,False,<null>,<null>,False,-1511982752,[],"<null, null>",False,False,True,[],[]
old_do_not_use_life_leech_from_physical_damage_with_claw_%,True,False,False,1,,False,False,<null>,<null>,False,-531704569,[],"<null, null>",False,False,True,[],[]
base_life_gained_on_enemy_death,True,False,False,3,Base Life Gained On Enemy Death,False,False,<null>,<null>,False,1419928513,[],"<18, 0>",False,False,True,[],[]
life_leech_from_any_damage_permyriad,True,False,False,1,Life Leech from any Damage,False,False,<null>,<null>,True,1404752895,[],"<null, null>",False,False,True,[],[]
mana_leech_from_any_damage_permyriad,True,False,False,1,Mana Leech from any Damage,False,False,<null>,<null>,True,1884462265,[],"<null, null>",False,False,True,[],[]
base_mana_gained_on_enemy_death,True,False,False,3,Base Mana Gained On Enemy Death,False,False,<null>,<null>,False,1022478200,[],"<18, 0>",False,False,True,[],[]
base_stun_threshold_reduction_+%,True,False,False,1,Base Stun Threshold Reduction +%,False,False,<null>,<null>,True,-1258661407,[],"<6, 0>",False,False,True,[],[]
while_using_mace_stun_threshold_reduction_+%,False,False,False,1,,False,False,<null>,<null>,False,1181384114,[],"<6, 0>",False,False,True,[],[]
global_knockback,True,False,False,4,Knockback,False,False,<null>,<null>,True,-2022599767,[],"<null, null>",False,False,False,[],[]
knockback_with_bow,False,False,False,4,Knockback with Bows,False,False,<null>,<null>,False,-2117692951,[],"<null, null>",False,False,False,[],[]
knockback_with_staff,False,False,False,4,Knockback with Staves,False,False,<null>,<null>,False,-238813423,[],"<null, null>",False,False,False,[],[]
knockback_with_wand,False,False,False,4,Knockback with Wands,False,False,<null>,<null>,False,1429571840,[],"<null, null>",False,False,False,[],[]
local_knockback,False,True,True,4,Knockback,False,False,<804>,<826>,False,-357369588,[],"<null, null>",False,False,False,[],[]
maximum_physical_damage_reduction_%,True,False,False,1,,False,False,<null>,<null>,False,-1587306982,[],"<null, null>",False,False,True,[],[]
base_physical_damage_reduction_rating,True,False,False,3,Base Physical Damage Reduction Rating,True,False,<null>,<null>,True,1686922486,[],"<9, 0>",False,False,True,[],[]
physical_damage_reduction_rating_+%,True,False,False,1,Physical Damage Reduction Rating +%,False,False,<null>,<null>,True,-1026676306,[],"<9, 0>",False,False,True,[],[]
local_physical_damage_reduction_rating_+%,True,True,False,1,Local Physical Damage Reduction Rating +%,False,False,<null>,<null>,False,-1603633950,[],"<null, null>",False,False,True,[],[]
base_evasion_rating,True,False,False,3,Base Evasion Rating,False,False,<null>,<null>,True,1457140832,[],"<9, 0>",False,False,True,[],[]
evasion_rating_+%,True,False,False,1,Global Evasion Rating +%,False,False,<null>,<null>,False,-413400759,[],"<9, 0>",False,False,True,[],[]
local_evasion_rating_+%,True,True,False,1,Local Evasion Rating +%,False,False,<null>,<null>,False,-1035225865,[],"<null, null>",False,False,True,[],[]
evasion_rating_+%_per_frenzy_charge,True,False,False,1,Evasion Rating increase per Frenzy Charge,False,False,<null>,<null>,True,222133344,[],"<9, 0>",False,False,True,[],[]
base_maximum_life,False,False,False,3,Base Maximum Life,False,False,<null>,<null>,False,-412812923,[],"<7, 0>",False,False,True,[],[]
maximum_life_+%,True,False,False,1,Maximum Life +%,False,False,<null>,<null>,False,-1447371539,[],"<7, 0>",False,False,True,[],[]
base_life_regeneration_rate_per_minute,True,False,False,3,Life Regeneration Rate per Minute,False,False,<null>,<null>,True,-82636098,[],"<7, 0>",False,False,True,[],[]
life_regeneration_rate_per_minute_%_per_endurance_charge,True,False,False,3,Life Regeneration Rate per Endurance Charge,False,False,<null>,<null>,True,724137496,[],"<7, 0>",False,False,True,[],[]
base_maximum_mana,False,False,False,3,Base Maximum Mana,False,False,<null>,<null>,False,33179562,[],"<8, 0>",False,False,True,[],[]
maximum_mana_+%,False,False,False,1,Maximum Mana +%,False,False,<null>,<null>,False,-2079668835,[],"<8, 0>",False,False,True,[],[]
mana_regeneration_rate_per_minute_%,False,False,False,1,Mana Regeneration Rate per Minute,False,False,<null>,<null>,False,2009634733,[],"<8, 0>",False,False,True,[],[]
mana_regeneration_rate_+%,False,False,False,1,Mana Regeneration Rate +%,False,False,<null>,<null>,False,915714296,[],"<8, 0>",False,False,True,[],[]
base_mana_regeneration_rate_per_minute,True,False,False,3,Mana Regeneration Rate per Minute,False,False,<null>,<null>,True,2136732448,[],"<8, 0>",False,False,True,[],[]
mana_regeneration_rate_per_minute_%_per_power_charge,True,False,False,1,Mana Regeneration Rate per Power Charge,False,False,<null>,<null>,True,9809668,[],"<null, null>",False,False,True,[],[]
base_maximum_energy_shield,True,False,False,3,Base Maximum Energy Shield,False,False,<null>,<null>,True,168289692,[],"<9, 0>",False,False,True,[],[]
maximum_energy_shield_+%,True,False,False,1,Global Maximum Energy Shield +%,False,False,<null>,<null>,False,-1070560918,[],"<9, 0>",False,False,True,[],[]
local_energy_shield,True,True,False,3,Local Energy Shield,False,False,<null>,<null>,False,-1349965577,[],"<null, null>",False,False,True,[],[]
local_energy_shield_+%,True,True,False,1,Local Energy Shield +%,False,False,<null>,<null>,False,-1850804368,[],"<null, null>",False,False,True,[],[]
energy_shield_recharge_rate_per_minute_%,False,False,False,1,,False,False,<null>,<null>,False,2065299120,[],"<9, 0>",False,False,True,[],[]
energy_shield_recharge_rate_+%,True,False,False,1,,False,False,<null>,<null>,True,1767848875,[],"<9, 0>",False,False,True,[],[]
energy_shield_delay_-%,False,False,False,1,Energy Shield Delay Recovery Increase,True,False,<null>,<null>,True,-1660464583,[],"<9, 0>",False,False,True,[],[]
cannot_be_damaged,True,False,False,4,Cannot be Damaged,True,False,<null>,<null>,True,1015988110,[],"<null, null>",False,False,False,[],[]
base_resist_all_elements_%,True,False,False,1,Resist all Elements,False,False,<null>,<null>,True,-1468713837,[],"<10, 0>",False,False,True,[],[]
resist_all_elements_%_per_endurance_charge,True,False,False,1,Additional Elemental Resistance per Endurance Charge,False,False,<null>,<null>,True,282544527,[],"<null, null>",False,False,True,[],[]
maximum_fire_damage_resistance_%,True,False,False,5,,False,True,<null>,<null>,True,-2026582005,[],"<null, null>",False,False,True,"[<0, 0>]",[]
base_fire_damage_resistance_%,True,False,False,1,Base Fire Damage Resistance %,False,False,<null>,<null>,True,2039518076,[],"<10, 0>",False,False,True,[],[]
maximum_cold_damage_resistance_%,True,False,False,5,,False,True,<null>,<null>,True,-1821887250,[],"<null, null>",False,False,True,"[<0, 0>]",[]
base_cold_damage_resistance_%,True,False,False,1,Base Cold Damage Resistance %,False,False,<null>,<null>,True,1746311514,[],"<10, 0>",False,False,True,[],[]
maximum_lightning_damage_resistance_%,True,False,False,5,,False,True,<null>,<null>,True,1048775403,[],"<null, null>",False,False,True,"[<0, 0>]",[]
base_lightning_damage_resistance_%,True,False,False,1,Base Lightning Damage Resistance %,False,False,<null>,<null>,True,1417405558,[],"<10, 0>",False,False,True,[],[]
maximum_chaos_damage_resistance_%,True,False,False,5,,False,True,<null>,<null>,False,1091960713,[],"<null, null>",False,False,True,"[<0, 0>]",[]
base_chaos_damage_resistance_%,True,False,False,1,Base Chaos Damage Resistance %,False,False,<null>,<null>,True,1674290768,[],"<10, 0>",False,False,True,[],[]
base_item_found_quantity_+%,False,False,False,1,Increased Item Quantity %,False,False,<null>,<null>,False,1682723695,[],"<null, null>",False,False,True,[],[]
chest_item_quantity_+%,True,False,False,1,,False,False,<null>,<null>,False,-509838990,[],"<null, null>",False,False,True,[],[]
base_item_found_rarity_+%,False,False,False,1,Base Item Found Rarity +%,False,False,<null>,<null>,False,812113821,[],"<18, 0>",False,False,True,[],[]
chest_item_rarity_+%,True,False,False,1,,False,False,<null>,<null>,False,1234110117,[],"<null, null>",False,False,True,[],[]
item_found_quality_+%,True,False,False,1,,False,False,<null>,<null>,False,-335246044,[],"<null, null>",False,False,True,[],[]
item_found_relevancy_+%,True,False,False,1,,False,False,<null>,<null>,False,987729910,[],"<null, null>",False,False,True,[],[]
experience_gain_+%,True,False,False,1,Experience Gain increase,False,False,<null>,<null>,True,-713730371,[],"<18, 0>",False,False,True,[],[]
experience_loss_on_death_-%,True,False,False,1,Experience Loss on Death,False,False,<null>,<null>,False,-1657161374,[],"<null, null>",False,False,True,[],[]
minion_maximum_life_+%,True,False,False,1,Minion Life Increase,False,False,<null>,<null>,True,-1990946027,[],"<12, 0>",False,False,True,[],[]
base_spectre_maximum_life_+%,False,False,False,1,Spectre Life Increase,False,False,<null>,<null>,False,317122428,[],"<null, null>",False,False,True,[],[]
base_zombie_maximum_life_+%,False,False,False,1,Zombie Life Increase,False,False,<null>,<null>,False,-695246821,[],"<null, null>",False,False,True,[],[]
base_fire_elemental_maximum_life_+%,False,False,False,1,Fire Elemental Life Increase,False,False,<null>,<null>,False,917421567,[],"<null, null>",False,False,True,[],[]
base_raven_maximum_life_+%,False,False,False,1,Raven Life Increase,False,False,<null>,<null>,False,1146914457,[],"<null, null>",False,False,True,[],[]
base_number_of_spectres_allowed,False,False,False,2,Spectre Quantity,False,False,<null>,<null>,False,-2103232596,[],"<12, 0>",False,False,True,[],[]
base_number_of_zombies_allowed,False,False,False,2,Zombie Quantity,False,False,<null>,<null>,False,-1247798718,[],"<12, 0>",False,False,True,[],[]
totem_life_+%,True,False,False,1,Totem Life increase,False,False,<null>,<null>,True,1320174630,[],"<13, 0>",False,False,True,[],[]
totem_range_+%,True,False,False,1,Totem Range increase,False,False,<null>,<null>,True,-1584494303,[],"<null, null>",False,False,True,[],[]
buff_duration_+%,True,False,False,1,Buff Duration Increase,False,False,<null>,<null>,True,-1601108139,[],"<null, null>",False,False,True,[],[]
buff_affects_party,True,False,False,4,Buff Affects Party,False,False,<null>,<null>,False,261439218,[],"<null, null>",False,False,False,[],[]
buff_party_effect_radius_+%,True,False,False,1,Buff Affects Party Radius,False,False,<null>,<null>,False,-112215984,[],"<null, null>",False,False,True,[],[]
do_not_chain,True,False,False,4,Projectiles do not Chain,False,False,<null>,<null>,False,757681231,[],"<null, null>",False,False,False,[],[]
number_of_chains,True,False,False,3,Additional Chains,True,False,<null>,<null>,True,860057348,[],"<18, 0>",False,False,True,[],[]
number_of_additional_projectiles,True,False,False,3,Additional Projectiles,True,False,<null>,<null>,True,-1876694605,[],"<6, 0>",False,False,True,[],[]
base_number_of_additional_arrows,False,False,False,3,Additional Arrows,False,False,<null>,<null>,False,-1552084208,[],"<18, 0>",False,False,True,[],[]
base_projectile_speed_+%,False,False,False,1,Base Projectile Speed +%,False,False,<null>,<null>,True,-1247267744,[],"<6, 0>",False,False,True,[],[]
base_arrow_speed_+%,False,False,False,1,Arrow speed increase,False,False,<null>,<null>,True,719481108,[],"<6, 0>",False,False,True,[],[]
base_movement_velocity_+%,True,False,False,1,Base Movement Velocity +%,False,False,<null>,<null>,True,-449644146,[],"<18, 0>",False,False,True,[],[]
movement_velocity_+%_per_frenzy_charge,True,False,False,1,Movement Speed increase per Frenzy Charge,False,False,<null>,<null>,True,1389368142,[],"<18, 0>",False,False,True,[],[]
max_endurance_charges,False,False,False,2,Maximum Endurance Charges,False,False,<null>,<null>,True,-1413492862,[],"<16, 0>",False,False,True,[],[]
max_frenzy_charges,False,False,False,2,Maximum Frenzy Charges,False,False,<null>,<null>,True,-676115558,[],"<16, 0>",False,False,True,[],[]
max_power_charges,False,False,False,2,Maximum Power Charges,False,False,<null>,<null>,True,84542420,[],"<16, 0>",False,False,True,[],[]
add_endurance_charge_on_critical_strike,True,False,False,4,Add Endurance Charge on Critical Strike,False,False,<null>,<null>,False,62683932,[],"<null, null>",False,False,False,[],[]
add_frenzy_charge_on_critical_strike,True,False,False,4,,False,False,<null>,<null>,False,211294352,[],"<null, null>",False,False,False,[],[]
add_power_charge_on_critical_strike,True,False,False,4,,False,False,<null>,<null>,False,1279355034,[],"<null, null>",False,False,False,[],[]
add_endurance_charge_on_skill_hit_%,True,False,False,1,,False,False,<null>,<null>,True,-326764135,[],"<null, null>",False,False,True,[],[]
add_frenzy_charge_on_skill_hit_%,True,False,False,1,,False,False,<null>,<null>,True,-803273743,[],"<16, 0>",False,False,True,[],[]
add_power_charge_on_skill_hit_%,True,False,False,1,,False,False,<null>,<null>,False,1641523098,[],"<null, null>",False,False,True,[],[]
add_endurance_charge_on_enemy_critical_strike,True,False,False,4,,False,False,<null>,<null>,False,-292376177,[],"<null, null>",False,False,False,[],[]
add_endurance_charge_on_status_ailment,True,False,False,4,,False,False,<null>,<null>,False,-1283605356,[],"<null, null>",False,False,False,[],[]
base_avoid_chill_%,False,False,False,1,Chill Avoidance,False,False,<null>,<null>,False,-808665548,[],"<11, 0>",False,False,True,[],[]
base_avoid_freeze_%,False,False,False,1,Freeze Avoidance,False,False,<null>,<null>,True,141091880,[],"<11, 0>",False,False,True,[],[]
base_avoid_ignite_%,False,False,False,1,Ignite Avoidance,False,False,<null>,<null>,True,874270813,[],"<11, 0>",False,False,True,[],[]
base_avoid_shock_%,False,False,False,1,Shock Avoidance,False,False,<null>,<null>,True,-1092858676,[],"<11, 0>",False,False,True,[],[]
